batch	bank	source_rows	word	field	severity	category	current	correct	why
nouns_005	nouns	3132	Kapitän	cefrLevel	medium	cefr	C1	A2 or B1	“Captain” is ordinary job and transport vocabulary, not advanced C1 vocabulary.
nouns_005	nouns	3145	Glückwunsch	english	medium	gloss	congratulation	congratulations/congratulatory wish	English normally uses “congratulations,” especially for the everyday German exclamation Glückwunsch!.
nouns_005	nouns	3147	Impressum	english	low	gloss	imprint/masthead	legal notice/publisher details; masthead/imprint (publishing)	For the ubiquitous website sense, opaque “imprint” does not clearly tell a British learner that this is the legally required publisher/contact notice.
nouns_005	nouns	3149	Kinderwagen	english	low	gloss	baby buggy/baby carriage/perambulator	pram/pushchair/buggy	The current list prioritises American or dated wording and omits the normal modern British terms.
nouns_005	nouns	3150	Kopfschmerz	word, plural, english	low	gloss	der Kopfschmerz | Kopfschmerzen | headache	note that everyday “a headache/to have a headache” is normally Kopfschmerzen haben; retain the singular for named headache types	The singular lemma is valid, but without a usage note this pairing encourages learners to use the much less usual singular in everyday speech.
nouns_005	nouns	3181	Schüleraustausch	cefrLevel	medium	cefr	C1	B1 or B2	Student/school exchanges are standard intermediate education and travel vocabulary, well below C1.
nouns_005	nouns	3190	Ausbildungsstelle	english	low	gloss	apprenticeship training position	apprenticeship/training position	“Apprenticeship training position” is redundant and unnatural English.
nouns_005	nouns	3216	Bundesbank	english	low	gloss	Federal Bank of Germany	Deutsche Bundesbank/Germany's central bank	The current phrase is not the institution's normal English name and is less clear than identifying its function.
nouns_005	nouns	3228	Therapeut	cefrLevel	medium	cefr	A1	B1 or B2	This professional/healthcare term is not plausible A1 vocabulary.
nouns_005	nouns	3235	Bauzeit	cefrLevel	medium	cefr	A1	B1 or B2	This construction-project term is far too specialised for A1.
nouns_005	nouns	3241	Ermittler	english	medium	gloss	investigator/undercover agent	investigator/detective; undercover agent only for verdeckter Ermittler	An Ermittler is not inherently working undercover; the current second gloss teaches an unwarranted extra meaning.
nouns_005	nouns	3261	Bundesgerichtshof	english	medium	gloss	Federal Court of Justice/Federal High Court of Justice/Federal Supreme Court	Federal Court of Justice (Germany)	“Federal Court of Justice” is the established English designation; “Federal Supreme Court” misleadingly suggests one general supreme court in Germany's specialised highest-court system.
nouns_005	nouns	3273	Kneipe	english	medium	gloss	pub/student club meeting	pub/bar; in student-corporation usage, a formal drinking gathering	“Student club meeting” is too broad and sanitises/misdescribes the specialised fraternity-event sense.
nouns_005	nouns	3296	Drucke	article, word, plural, english	high	junk	die Drucke | plural Drucken | prints	der Druck | plural Drucke | print/impression	Drucke is already the nominative plural of Druck for the glossed sense, and Drucken is its dative plural rather than a citation plural.
nouns_005	nouns	3300	Freizeitgestaltung	english	medium	gloss	leisure activities	organisation/use of one's leisure time; leisure pursuits (by context)	The singular abstract noun denotes how leisure is organised, not simply a plural list of activities.
nouns_005	nouns	3310	Sonnenuntergang	cefrLevel	medium	cefr	C1	A2 or B1	“Sunset” is common concrete vocabulary and is grossly overlevelled.
nouns_005	nouns	3311	Süßigkeit	english	low	gloss	candy/sweet/sweetness	sweet/confectionery item; candy (US)	“Sweetness” is normally Süße, while British learners should be led with “sweet,” not American “candy.”
nouns_005	nouns	3318	Zeug	plural	high	plural	Zeuge	— for the modern glossed sense “stuff/things”	Although Zeuge exists for obsolete specialist senses of Zeug, modern Zeug meaning “stuff” is uncountable; displaying die Zeuge teaches a misleading plural for this entry.
nouns_005	nouns	3325	Durchfall	english	high	gloss	diarrhoea; failure (in an exam)	diarrhoea	Exam failure is das Durchfallen; der Durchfall does not carry that everyday meaning.
nouns_005	nouns	3352	Bundesbürger	english	low	gloss	German citizen/federal citizen	German citizen/citizen of the Federal Republic of Germany	“Federal citizen” is not idiomatic English and invites a misleading literal interpretation.
nouns_005	nouns	3365	Linse	cefrLevel	medium	cefr	C1	B1 or B2	Both everyday senses, “lentil” and “lens,” are well below C1.
nouns_005	nouns	3371	Anstoß	english	medium	gloss	annoyance/initiation/kick-off	impetus/impulse; kick-off; offence (in fixed contexts)	The current first two glosses obscure the central “impetus/stimulus” sense and present contextual renderings as direct equivalents.
nouns_005	nouns	3378	Eigenheim	english	medium	gloss	home/homestead	owner-occupied home/one's own home	Eigenheim specifically conveys ownership and is not a generic home or a homestead.
nouns_005	nouns	3381	Handarbeit	english	medium	gloss	manual labour/manual work	needlework/handicraft; work done by hand	The very common countable/plural sense Handarbeiten is needlework or handicrafts; the current glosses omit it entirely.
nouns_005	nouns	3402	Anfahrt	english	medium	gloss	approach	journey/trip there; route/access/directions (by context)	Bare “approach” is too vague and misses the normal travel-to-a-destination sense learners encounter.
nouns_005	nouns	3414	Kader	english	medium	gloss	cadre	squad/team/roster; cadre (politics/organisation)	The cognate-only gloss omits the frequent German sports sense and is therefore misleadingly narrow.
nouns_005	nouns	3423	Sucht	english	medium	gloss	addiction/desire/obsession	addiction/dependency; compulsive craving	Generic “desire” and “obsession” are too broad; Sucht denotes an addictive or pathological compulsion.
nouns_005	nouns	3430	Anblick	english	medium	gloss	looking/sight	sight/view/appearance	“Looking” is an activity and is not a noun-sense equivalent of Anblick.
nouns_005	nouns	3432	Blau	plural	high	plural	Blau	— for the ordinary colour-as-mass sense; Blaus for the rare plural “shades/types of blue”	The singular form Blau is not also the citation plural, so the UI would display the false form die Blau.
nouns_005	nouns	3448	Top	cefrLevel	medium	cefr	C1	A1 or A2	The everyday garment word is beginner-level clothing vocabulary, not C1.
nouns_005	nouns	3450	Versicherungsnehmer	english	medium	gloss	insurance holder/insurant/insured	policyholder	“Insurant” is non-idiomatic and the insured person need not be the policyholder; policyholder is the precise British term.
nouns_005	nouns	3491	Feuerwerk	english	medium	gloss	firework/fireworks	fireworks/fireworks display	German Feuerwerk normally denotes the collective display or fireworks as a whole; one individual firework is a Feuerwerkskörper.
nouns_006	nouns	3505	Radler	article / english	high	article	der Radler — cyclist/shandy	Keep `der Radler` = cyclist; put the drink sense in a separate `das Radler` entry.	The cyclist is masculine, but the shandy is neuter in standard German; one article cannot teach both senses.
nouns_006	nouns	3561	Flut	english	low	gloss	flood/flood-tide/waves	flood/deluge/high tide	"`Flut` is not the ordinary German equivalent of plural ""waves"" (`Wellen`)."
nouns_006	nouns	3570	Klassenraum	cefrLevel	medium	cefr	C1	A1 or A2	This is a basic, transparent classroom word, so C1 would substantially delay it in level-based decks.
nouns_006	nouns	3593	Baumarkt	english	low	gloss	DIY shop/hardware store (US)/ironmonger's	DIY store/DIY shop; home-improvement store (US)	A British ironmonger's is a much smaller specialist shop, not the normal equivalent of a `Baumarkt`.
nouns_006	nouns	3601	Metropolis	word / plural	high	junk	die Metropolis; Metropolen; metropolis	Replace the headword with `die Metropole`, plural `Metropolen`.	The common German noun is `Metropole`; `Metropolis` is not its German singular and does not match the stored plural.
nouns_006	nouns	3646	Schwere	english	medium	gloss	difficulty/gravity/heaviness	severity/gravity/heaviness; difficulty	"""Severity"" is a very common sense (`die Schwere der Verletzung`) and is important for learner comprehension."
nouns_006	nouns	3670	Ordnungswidrigkeit	english	medium	gloss	infringement	administrative offence/regulatory offence; infringement	"This is a specific category of non-criminal statutory offence, whereas bare ""infringement"" is too broad to teach the legal meaning."
nouns_006	nouns	3673	Reserve	english	medium	gloss	backup/buffer/reservation	reserve/backup/spare; substitute	A booking or reservation is normally `Reservierung`; the current gloss omits the core cognate sense and invites that false equivalence.
nouns_006	nouns	3674	Schulkind	cefrLevel	medium	cefr	C1	A1 or A2	This is a basic and transparent word for a school-age child, not advanced vocabulary.
nouns_006	nouns	3685	Aufschlag	english	medium	gloss	crash/extra charge/impact	serve (in tennis/volleyball); surcharge/mark-up; impact	"The everyday sports sense ""serve"" is missing, while bare ""crash"" is not a reliable direct equivalent."
nouns_006	nouns	3688	Benutzername	english	medium	gloss	access code/login name/username	username/login name	An access code (`Zugangscode`) is a credential distinct from a username.
nouns_006	nouns	3701	Gleichberechtigung	english	medium	gloss	equality	equal rights/equality of rights/equal status	Generic equality is `Gleichheit`; `Gleichberechtigung` specifically concerns having equal rights or status.
nouns_006	nouns	3710	Selbstvertrauen	cefrLevel	medium	cefr	C1	B1	This is common intermediate vocabulary and is substantially over-levelled at C1.
nouns_006	nouns	3720	Turnhalle	english	low	gloss	gym/gymnasium	gym/sports hall	"Although ""gymnasium"" can denote a gym, it is uncommon in current British English and particularly confusing in a German-learning product because `Gymnasium` is a school type."
nouns_006	nouns	3722	Verschiebung	english	medium	gloss	adjournment/displacement/relocation	postponement/delay; shift/displacement	"""Postponement"" is one of the most frequent everyday senses; ""adjournment"" covers only a narrower institutional context."
nouns_006	nouns	3731	Einweisung	english	medium	gloss	admission/assignment/briefing	instruction/induction/briefing; hospital admission/referral	"""Assignment"" is not a normal equivalent, and the important instruction/induction sense should be explicit."
nouns_006	nouns	3739	Kamin	cefrLevel	medium	cefr	C1	A2 or B1	A common household word for a fireplace/chimney is markedly below C1.
nouns_006	nouns	3740	Kosmetik	english	medium	gloss	cosmetic	cosmetics/cosmetic products	"German `Kosmetik` is normally the collective field or products; singular English ""cosmetic"" denotes one product or functions as an adjective."
nouns_006	nouns	3751	Weltmeister	cefrLevel	medium	cefr	C1	A2 or B1	This transparent and frequent sports term is not advanced C1 vocabulary.
