bank	batch	word	field	severity	category	current	correct	why
adjectives	adjectives_003	stufenlos	english	medium	gloss	without/free of degree	continuously variable/stepless/infinitely adjustable	corrupted, meaningless gloss.
adjectives	adjectives_003	ungeeignet	english	medium	gloss	improper/inapplicable/inappropriate	unsuitable/unfit/inappropriate	the core sense "unsuitable" is missing.
adjectives	adjectives_003	forstlich	english	medium	gloss	forestal/silvicultural	forestry (attr.), relating to forestry	"forestal" is not standard English; the remaining gloss is technical jargon.
adjectives	adjectives_003	sonderlich	english	medium	gloss	espacial/particular/peculiar	particular/especial (chiefly in negatives: *nicht sonderlich* = not particularly)	"espacial" is a typo/non-word; the negative-polarity use is unmentioned.
adjectives	adjectives_003	herzhaft	english	medium	gloss	courageous/determined/hearty	hearty/savoury/substantial (food)	dated figurative sense first; the everyday food sense last.
adjectives	adjectives_003	ideell	english	medium	gloss	ideal/ideational	non-material/moral (e.g. *ideelle Unterstützung* = moral support)	"ideal" is a false friend (*ideal* exists separately in German).
adjectives	adjectives_003	erleichtert	english	medium	gloss	alleviated/facilitated/relieved	relieved (of a person); also eased/facilitated	the common learner sense is placed last behind two technical readings.
adjectives	adjectives_003	gebührend	english	medium	gloss	adequate	due/fitting/proper (e.g. *gebührender Abstand*)	"adequate" misses the "due/proper" meaning.
adjectives	adjectives_003	human	english	medium	gloss	human/humane/moderate	humane (human = *menschlich*)	false friend with the wrong sense first.
adjectives	adjectives_003	krass	english	medium	gloss	crass	blatant/glaring/extreme; colloq. "insane/awesome"	"crass" is a near-homograph with a different meaning; the dominant colloquial use is absent.
adjectives	adjectives_003	gewaltfrei	english	medium	gloss	peaceful	non-violent	"peaceful" is *friedlich*; loses the specific non-violence sense.
adjectives	adjectives_003	zäh	english	medium	gloss	dense/obstinate/sluggish	tough (meat)/tenacious/slow-moving	primary senses missing; "dense" is wrong.
adjectives	adjectives_003	nüchtern	english	medium	gloss	mundane/prosaic/sober	sober; on an empty stomach; matter-of-fact	main senses last or missing (the *nüchtern* = fasting sense is absent).
adjectives	adjectives_003	verträglich	english	medium	gloss	agreeable/peaceable/tolerable	easily digestible/well tolerated (medicine, food); also easy-going	the dominant modern sense is missing.
adjectives	adjectives_003	gedeckt	english	medium	gloss	sober	muted/subdued (colours); covered; (table) laid	single obscure gloss for a word with three common uses.
adjectives	adjectives_003	kontaktlos	english	medium	gloss	without/free of contact	contactless (payment, card)	corrupted phrasing; the everyday term is absent.
adjectives	adjectives_003	teilweise	english	medium	gloss	partial	partly/in part/in some cases (adv.)	the word is overwhelmingly adverbial; learners meet it as "partly".
adjectives	adjectives_003	nachdenklich	english	medium	gloss	make think/musing/pensive	pensive/thoughtful (*nachdenklich machen* = to give food for thought)	"make think" is a corrupted fragment placed first.
adjectives	adjectives_003	prekär	english	medium	gloss	awkward/embarrassing/parlous	precarious (esp. *prekäre Beschäftigung*); also awkward	the primary equivalent is missing; "parlous" is archaic.
adjectives	adjectives_003	handfest	english	medium	gloss	hearty/robust	solid/hard (evidence, facts); substantial	the standard use (*handfeste Beweise*) is not covered.
adjectives	adjectives_003	zweckmäßig	english	medium	gloss	expedient	practical/functional/appropriate (to purpose)	"expedient" carries an English connotation of political convenience that *zweckmäßig* lacks.
adjectives	adjectives_003	gebrochen	english	medium	gloss	blackletter/broken/fractional	broken (also *gebrochenes Deutsch* = broken German)	a highly obscure typographic sense is placed first.
adjectives	adjectives_003	rauchfrei	english	medium	gloss	free of fume	smoke-free/non-smoking	corrupted, ungrammatical gloss.
adjectives	adjectives_003	geil	english	medium	gloss	awesome/cool/aroused	awesome/great (colloq.); vulgar: horny — mark register	a vulgar sense is listed without any register warning.
adjectives	adjectives_003	vage	english	medium	gloss	fuzzy/hazily/sketchy	vague	the obvious cognate is missing and an adverb is listed instead.
adjectives	adjectives_003	bundesdeutsch	english	medium	gloss	West German/federal German	(Federal) German, of the Federal Republic	"West German" is only the pre-1990 reading and is now misleading.
adjectives	adjectives_003	schillernd	english	medium	gloss	inscrutable/iridescent	iridescent/shimmering; (of a person) colourful, shady	"inscrutable" is wrong and placed first.
adjectives	adjectives_003	gelaunt	english	medium	gloss	humoured	only in *gut/schlecht gelaunt* = in a good/bad mood	bare gloss is unusable; the word never stands alone.
adjectives	adjectives_003	übergewichtig	english	medium	gloss	obese/overweight	overweight	"obese" (= *fettleibig*) is a stronger claim placed first.
adjectives	adjectives_003	fantasievoll	english	medium	gloss	full of fantasy	imaginative/creative	literal calque; *Fantasie* here means imagination, not fantasy.
adjectives	adjectives_003	stressfrei	english	medium	gloss	free of aggro	stress-free/relaxed	obscure British slang instead of the plain equivalent (and the entry is tagged A2).
adjectives	adjectives_003	argentinisch	cefr	medium	cefr	A1	B1+ / untagged	a low-frequency nationality adjective tagged as first-week vocabulary.
adjectives	adjectives_003	blitzschnell	english	medium	gloss	at lightning speed/at the double/in a jiffy	lightning-fast/quick as a flash	three adverbial phrases and no adjective translation.
adjectives	adjectives_003	hoheitlich	english	medium	gloss	grandiose/official	sovereign/governmental (exercise of public authority)	"grandiose" is wrong (that is *hoheitsvoll*).
adjectives	adjectives_003	frischgebacken	english	medium	gloss	emergent/fledgeling/fledgling	newly qualified/brand-new (*frischgebackene Eltern*, newly-weds); lit. freshly baked	the actual idiomatic sense is missing and one gloss is duplicated in two spellings.
adjectives	adjectives_003	American spellings / mixed UK+US in one gloss	english	low	gloss	orthopädisch "orthopaedic/orthopedic"; hundertprozentig "hundred per cent/hundred percent"; wechselvoll "checkered/chequered"; geübt "practiced"; karg "meager"; homöopathisch "homeopathic/homoeopathic"	orthopaedic; hundred per cent; chequered; practised; meagre; homoeopathic	British-only, one form per gloss (6 entries).
adjectives	adjectives_003	Same English word listed twice in variant/archaic forms	english	low	gloss	ideologisch "ideologic/ideological"; kommunistisch "communist/communistic"; iranisch "Irani/Iranian"; chronologisch "chronologic/chronological"; pragmatisch "pragmatic/pragmatical"; silbern "silver/silvern"; provisorisch "…/provisory"; rhythmisch "rhythmic/rhythmical"; liturgisch "liturgic/liturgical"; naiv "naive/naïve"; herbstlich "autumnal/autumnlike"; nordöstlich "north-easterly/northeasterly"; brandneu "brand new/brand-new"; bahnbrechend "ground-breaking/groundbreaking"; alkoholfrei "non-alcoholic/nonalcoholic"	keep one standard form each (ideological, communist, Iranian, chronological, pragmatic, silver, provisional, rhythmic, liturgical, naive, autumnal, north-easterly, brand-new, ground-breaking, non-alcoholic)	non-standard or duplicate variants inflate the gloss without adding meaning (15 entries).
adjectives	adjectives_003	Adverb form padded into an adjective gloss	english	low	gloss	auffallend, ereignisreich, buchstäblich, rustikal, freundschaftlich, unvorstellbar, semantisch, hierarchisch, augenscheinlich	adjective gloss only (drop "conspicuously", "eventfully", "rustically", "amicably", "inconceivably", "semantically", "hierarchically", "apparently")	mixes parts of speech in an adjective deck (9 entries).
adjectives	adjectives_003	Low-value regional/proper-noun-derived adjectives	word	low	junk	märkisch, mecklenburgisch, badisch, böhmisch, bremisch, bayernweit, hamburgisch, hannoversch, württembergisch ("of Wurttemberg", umlaut lost), kalifornisch, thüringisch	drop or demote below core vocabulary	corpus artefacts of German regional news text; no learner value at this frequency band (11 entries).
adjectives	adjectives_003	haltbar	english	low	gloss	durable	durable; (food) keeps well, non-perishable	the food sense (*haltbar bis*) is the one learners meet.
adjectives	adjectives_003	sinnlich	english	low	gloss	sensory/sensual	sensual/sensuous; (tech.) sensory	ordering — the everyday sense is second.
adjectives	adjectives_003	aromatisch	english	low	gloss	aromatic/distinctive/flavourful	aromatic/flavourful	"distinctive" is not a sense of *aromatisch*.
adjectives	adjectives_003	geordnet	english	low	gloss	ordered	orderly/in order/tidy	"ordered" reads as commanded or ordered goods.
adjectives	adjectives_003	additiv	english	low	gloss	additional/additive	additive/cumulative	"additional" is *zusätzlich*.
adjectives	adjectives_003	urkundlich	english	low	gloss	documentary	documented/recorded in documents (*urkundlich erwähnt*)	"documentary" suggests film.
adjectives	adjectives_003	unerheblich	english	low	gloss	irrelevant	negligible/insignificant; (law) immaterial	narrow gloss.
adjectives	adjectives_003	begehbar	english	low	gloss	walk-in/walkable for pedestrians	walk-in (wardrobe); accessible on foot	second gloss is clumsy English.
adjectives	adjectives_003	befreundet	english	low	gloss	close/friendly/friends	friends (with), on friendly terms	"close" first is imprecise.
adjectives	adjectives_003	beidseitig	english	low	gloss	bilateral	on both sides/double-sided; (fig.) mutual	"bilateral" is the narrow diplomatic reading.
adjectives	adjectives_003	gemein	english	low	gloss	common/mean	mean/nasty; (dated/tech.) common	ordering — "common" is the dated sense.
adjectives	adjectives_003	zahllos	english	low	gloss	countless/innumerable/uncountable	countless/innumerable	"uncountable" is a grammar term, not this sense.
adjectives	adjectives_003	vollumfänglich	english	low	gloss	comprehensive/fully extensive	full/complete/in full	"fully extensive" is not idiomatic.
adjectives	adjectives_003	paritätisch	english	low	gloss	equal	on an equal basis, with equal representation, 50:50	gloss too vague to be usable.
adjectives	adjectives_003	skeptisch	english	low	gloss	sceptic/sceptical	sceptical	"sceptic" is a noun.
adjectives	adjectives_003	körpereigen	english	low	gloss	endogenous	the body's own, naturally occurring in the body	technical term only.
adjectives	adjectives_003	umweltschonend	english	low	gloss	eco friendly	eco-friendly/environmentally friendly	missing hyphen.
adjectives	adjectives_003	oberflächlich	english	low	gloss	glib/superficial	superficial/shallow (also cursory)	ordering; "glib" is a narrow reading.
adjectives	adjectives_003	artenreich	english	low	gloss	species-rich/speciose	species-rich/biodiverse	"speciose" is specialist jargon.
adjectives	adjectives_003	bezogen	english	low	gloss	related/referred to	only in *bezogen auf* = with reference to; also (bed) made up, (chair) covered	bound form presented as a free adjective.
adjectives	adjectives_003	gruselig	english	low	gloss	creepy/gruesome/scary	creepy/spooky/scary	"gruesome" is *grausig/scheußlich*.
adjectives	adjectives_003	kontrastreich	english	low	gloss	contrasty	high-contrast, full of contrast	"contrasty" is photographer's slang.
